연도,매출액,영업이익,당기순이익,ROE,기준연도,적용 영업이익(E),적용 영업이익 기준연도,적용 당기순이익(E),적용 당기순이익 기준연도,적용 ROE(E),적용 ROE 기준연도,적용 ROE 소스,종목코드,종목명
2022,21045.0,1330.0,1620.0,22.12,2026,18945.0,2028,14777.0,2028,41.28,2026,FnGuide 메인 재무테이블 올해 전망,A267260,HD현대일렉트릭
2023,27028.0,3152.0,2595.0,27.71,2026,18945.0,2028,14777.0,2028,41.28,2026,FnGuide 메인 재무테이블 올해 전망,A267260,HD현대일렉트릭
2024,33223.0,6690.0,4984.0,39.34,2026,18945.0,2028,14777.0,2028,41.28,2026,FnGuide 메인 재무테이블 올해 전망,A267260,HD현대일렉트릭
2025,40795.0,9953.0,7318.0,41.5,2026,18945.0,2028,14777.0,2028,41.28,2026,FnGuide 메인 재무테이블 올해 전망,A267260,HD현대일렉트릭
2026,46975.0,12539.0,9828.0,41.28,2026,18945.0,2028,14777.0,2028,41.28,2026,FnGuide 메인 재무테이블 올해 전망,A267260,HD현대일렉트릭
2027,54808.0,15513.0,12074.0,38.02,2026,18945.0,2028,14777.0,2028,41.28,2026,FnGuide 메인 재무테이블 올해 전망,A267260,HD현대일렉트릭
2028,64116.0,18945.0,14777.0,35.48,2026,18945.0,2028,14777.0,2028,41.28,2026,FnGuide 메인 재무테이블 올해 전망,A267260,HD현대일렉트릭
2021,26683.0,1551.0,853.0,5.86,2026,11843.0,2028,8738.0,2028,22.28,2026,FnGuide 메인 재무테이블 올해 전망,A010120,LS ELECTRIC
2022,33771.0,1875.0,912.0,5.95,2026,11843.0,2028,8738.0,2028,22.28,2026,FnGuide 메인 재무테이블 올해 전망,A010120,LS ELECTRIC
2023,42305.0,3249.0,2077.0,12.61,2026,11843.0,2028,8738.0,2028,22.28,2026,FnGuide 메인 재무테이블 올해 전망,A010120,LS ELECTRIC
2024,45518.0,3897.0,2422.0,13.44,2026,11843.0,2028,8738.0,2028,22.28,2026,FnGuide 메인 재무테이블 올해 전망,A010120,LS ELECTRIC
2025,49658.0,4264.0,2843.0,14.67,2026,11843.0,2028,8738.0,2028,22.28,2026,FnGuide 메인 재무테이블 올해 전망,A010120,LS ELECTRIC
2026,61596.0,6541.0,5054.0,22.28,2026,11843.0,2028,8738.0,2028,22.28,2026,FnGuide 메인 재무테이블 올해 전망,A010120,LS ELECTRIC
2027,72696.0,9112.0,6727.0,24.75,2026,11843.0,2028,8738.0,2028,22.28,2026,FnGuide 메인 재무테이블 올해 전망,A010120,LS ELECTRIC
2028,84375.0,11843.0,8738.0,26.78,2026,11843.0,2028,8738.0,2028,22.28,2026,FnGuide 메인 재무테이블 올해 전망,A010120,LS ELECTRIC
2021,30947.0,1201.0,765.0,6.35,2026,19316.0,2028,14998.0,2028,29.09,2026,FnGuide 메인 재무테이블 올해 전망,A298040,효성중공업
2022,35101.0,1432.0,291.0,1.07,2026,19316.0,2028,14998.0,2028,29.09,2026,FnGuide 메인 재무테이블 올해 전망,A298040,효성중공업
2023,43006.0,2578.0,1319.0,11.29,2026,19316.0,2028,14998.0,2028,29.09,2026,FnGuide 메인 재무테이블 올해 전망,A298040,효성중공업
2024,48950.0,3625.0,2229.0,14.9,2026,19316.0,2028,14998.0,2028,29.09,2026,FnGuide 메인 재무테이블 올해 전망,A298040,효성중공업
2025,59685.0,7470.0,5028.0,24.41,2026,19316.0,2028,14998.0,2028,29.09,2026,FnGuide 메인 재무테이블 올해 전망,A298040,효성중공업
2026,71109.0,10942.0,7944.0,29.09,2026,19316.0,2028,14998.0,2028,29.09,2026,FnGuide 메인 재무테이블 올해 전망,A298040,효성중공업
2027,83904.0,15344.0,11624.0,32.13,2026,19316.0,2028,14998.0,2028,29.09,2026,FnGuide 메인 재무테이블 올해 전망,A298040,효성중공업
2028,95319.0,19316.0,14998.0,30.8,2026,19316.0,2028,14998.0,2028,29.09,2026,FnGuide 메인 재무테이블 올해 전망,A298040,효성중공업
2021,,15069.0,11247.0,7.07,2026,33754.0,2028,24225.0,2028,9.21,2026,FnGuide 메인 재무테이블 올해 전망,A000810,삼성화재
2022,,20447.0,16267.0,11.61,2026,33754.0,2028,24225.0,2028,9.21,2026,FnGuide 메인 재무테이블 올해 전망,A000810,삼성화재
2023,,23573.0,18216.0,12.71,2026,33754.0,2028,24225.0,2028,9.21,2026,FnGuide 메인 재무테이블 올해 전망,A000810,삼성화재
2024,,26496.0,20768.0,13.09,2026,33754.0,2028,24225.0,2028,9.21,2026,FnGuide 메인 재무테이블 올해 전망,A000810,삼성화재
2025,,26591.0,20203.0,10.96,2026,33754.0,2028,24225.0,2028,9.21,2026,FnGuide 메인 재무테이블 올해 전망,A000810,삼성화재
2026,,29987.0,21405.0,9.21,2026,33754.0,2028,24225.0,2028,9.21,2026,FnGuide 메인 재무테이블 올해 전망,A000810,삼성화재
2027,,32874.0,23472.0,8.87,2026,33754.0,2028,24225.0,2028,9.21,2026,FnGuide 메인 재무테이블 올해 전망,A000810,삼성화재
2028,,33754.0,24225.0,8.84,2026,33754.0,2028,24225.0,2028,9.21,2026,FnGuide 메인 재무테이블 올해 전망,A000810,삼성화재
2021,387.0,-152.0,-116.0,-6.42,2026,7154.0,2028,6252.0,2028,48.43,2026,FnGuide 메인 재무테이블 올해 전망,A196170,알테오젠
2022,288.0,-294.0,-101.0,-5.75,2026,7154.0,2028,6252.0,2028,48.43,2026,FnGuide 메인 재무테이블 올해 전망,A196170,알테오젠
2023,965.0,-97.0,-36.0,-2.27,2026,7154.0,2028,6252.0,2028,48.43,2026,FnGuide 메인 재무테이블 올해 전망,A196170,알테오젠
2024,1029.0,254.0,607.0,29.52,2026,7154.0,2028,6252.0,2028,48.43,2026,FnGuide 메인 재무테이블 올해 전망,A196170,알테오젠
2025,2159.0,1069.0,1452.0,39.42,2026,7154.0,2028,6252.0,2028,48.43,2026,FnGuide 메인 재무테이블 올해 전망,A196170,알테오젠
2026,4674.0,2859.0,2859.0,48.43,2026,7154.0,2028,6252.0,2028,48.43,2026,FnGuide 메인 재무테이블 올해 전망,A196170,알테오젠
2027,8068.0,5060.0,4581.0,48.55,2026,7154.0,2028,6252.0,2028,48.43,2026,FnGuide 메인 재무테이블 올해 전망,A196170,알테오젠
2028,10739.0,7154.0,6252.0,42.81,2026,7154.0,2028,6252.0,2028,48.43,2026,FnGuide 메인 재무테이블 올해 전망,A196170,알테오젠
2021,90.0,-10.0,-78.0,-28.81,2026,370.0,2028,820.0,2028,10.64,2026,FnGuide 메인 재무테이블 올해 전망,A277810,레인보우로보틱스
2022,136.0,13.0,58.0,10.56,2026,370.0,2028,820.0,2028,10.64,2026,FnGuide 메인 재무테이블 올해 전망,A277810,레인보우로보틱스
2023,153.0,-446.0,-8.0,-0.93,2026,370.0,2028,820.0,2028,10.64,2026,FnGuide 메인 재무테이블 올해 전망,A277810,레인보우로보틱스
2024,193.0,-30.0,21.0,1.62,2026,370.0,2028,820.0,2028,10.64,2026,FnGuide 메인 재무테이블 올해 전망,A277810,레인보우로보틱스
2025,341.0,-25.0,14.0,1.07,2026,370.0,2028,820.0,2028,10.64,2026,FnGuide 메인 재무테이블 올해 전망,A277810,레인보우로보틱스
2026,600.0,40.0,150.0,10.64,2026,370.0,2028,820.0,2028,10.64,2026,FnGuide 메인 재무테이블 올해 전망,A277810,레인보우로보틱스
2027,1320.0,120.0,310.0,18.9,2026,370.0,2028,820.0,2028,10.64,2026,FnGuide 메인 재무테이블 올해 전망,A277810,레인보우로보틱스
2028,3050.0,370.0,820.0,37.19,2026,370.0,2028,820.0,2028,10.64,2026,FnGuide 메인 재무테이블 올해 전망,A277810,레인보우로보틱스
2021,3773.0,1026.0,1455.0,48.74,2026,3040.0,2028,2595.0,2028,10.41,2026,FnGuide 메인 재무테이블 올해 전망,A036930,주성엔지니어링
2022,4379.0,1239.0,1062.0,24.86,2026,3040.0,2028,2595.0,2028,10.41,2026,FnGuide 메인 재무테이블 올해 전망,A036930,주성엔지니어링
2023,2847.0,289.0,340.0,6.8,2026,3040.0,2028,2595.0,2028,10.41,2026,FnGuide 메인 재무테이블 올해 전망,A036930,주성엔지니어링
2024,4094.0,972.0,1068.0,19.76,2026,3040.0,2028,2595.0,2028,10.41,2026,FnGuide 메인 재무테이블 올해 전망,A036930,주성엔지니어링
2025,3107.0,313.0,357.0,6.17,2026,3040.0,2028,2595.0,2028,10.41,2026,FnGuide 메인 재무테이블 올해 전망,A036930,주성엔지니어링
2026,3508.0,678.0,648.0,10.41,2026,3040.0,2028,2595.0,2028,10.41,2026,FnGuide 메인 재무테이블 올해 전망,A036930,주성엔지니어링
2027,5974.0,1537.0,1343.0,18.63,2026,3040.0,2028,2595.0,2028,10.41,2026,FnGuide 메인 재무테이블 올해 전망,A036930,주성엔지니어링
2028,10845.0,3040.0,2595.0,28.28,2026,3040.0,2028,2595.0,2028,10.41,2026,FnGuide 메인 재무테이블 올해 전망,A036930,주성엔지니어링
2021,12323.0,1641.0,1451.0,19.82,2026,3176.0,2028,2732.0,2028,16.58,2026,FnGuide 메인 재무테이블 올해 전망,A240810,원익IPS
2022,10115.0,976.0,894.0,10.71,2026,3176.0,2028,2732.0,2028,16.58,2026,FnGuide 메인 재무테이블 올해 전망,A240810,원익IPS
2023,6903.0,-181.0,-135.0,-1.56,2026,3176.0,2028,2732.0,2028,16.58,2026,FnGuide 메인 재무테이블 올해 전망,A240810,원익IPS
2024,7482.0,106.0,207.0,2.37,2026,3176.0,2028,2732.0,2028,16.58,2026,FnGuide 메인 재무테이블 올해 전망,A240810,원익IPS
2025,9098.0,738.0,840.0,9.05,2026,3176.0,2028,2732.0,2028,16.58,2026,FnGuide 메인 재무테이블 올해 전망,A240810,원익IPS
2026,13086.0,1918.0,1743.0,16.58,2026,3176.0,2028,2732.0,2028,16.58,2026,FnGuide 메인 재무테이블 올해 전망,A240810,원익IPS
2027,16214.0,2969.0,2530.0,20.17,2026,3176.0,2028,2732.0,2028,16.58,2026,FnGuide 메인 재무테이블 올해 전망,A240810,원익IPS
2028,19499.0,3176.0,2732.0,18.31,2026,3176.0,2028,2732.0,2028,16.58,2026,FnGuide 메인 재무테이블 올해 전망,A240810,원익IPS
2021,3909.0,781.0,724.0,16.29,2026,2020.0,2028,1770.0,2028,16.29,2026,FnGuide 메인 재무테이블 올해 전망,A039030,이오테크닉스
2022,4472.0,928.0,772.0,15.14,2026,2020.0,2028,1770.0,2028,16.29,2026,FnGuide 메인 재무테이블 올해 전망,A039030,이오테크닉스
2023,3163.0,309.0,364.0,6.73,2026,2020.0,2028,1770.0,2028,16.29,2026,FnGuide 메인 재무테이블 올해 전망,A039030,이오테크닉스
2024,3209.0,312.0,427.0,7.43,2026,2020.0,2028,1770.0,2028,16.29,2026,FnGuide 메인 재무테이블 올해 전망,A039030,이오테크닉스
2025,3809.0,808.0,576.0,8.9,2026,2020.0,2028,1770.0,2028,16.29,2026,FnGuide 메인 재무테이블 올해 전망,A039030,이오테크닉스
2026,4922.0,1347.0,1186.0,16.29,2026,2020.0,2028,1770.0,2028,16.29,2026,FnGuide 메인 재무테이블 올해 전망,A039030,이오테크닉스
2027,6066.0,1762.0,1530.0,18.37,2026,2020.0,2028,1770.0,2028,16.29,2026,FnGuide 메인 재무테이블 올해 전망,A039030,이오테크닉스
2028,6978.0,2020.0,1770.0,17.85,2026,2020.0,2028,1770.0,2028,16.29,2026,FnGuide 메인 재무테이블 올해 전망,A039030,이오테크닉스
2021,53.0,-523.0,-436.0,-59.42,2026,-269.0,2028,-221.0,2028,-36.89,2026,FnGuide 메인 재무테이블 올해 전망,A298380,에이비엘바이오
2022,673.0,9.0,32.0,5.11,2026,-269.0,2028,-221.0,2028,-36.89,2026,FnGuide 메인 재무테이블 올해 전망,A298380,에이비엘바이오
2023,655.0,-26.0,-26.0,-3.69,2026,-269.0,2028,-221.0,2028,-36.89,2026,FnGuide 메인 재무테이블 올해 전망,A298380,에이비엘바이오
2024,334.0,-594.0,-555.0,-46.01,2026,-269.0,2028,-221.0,2028,-36.89,2026,FnGuide 메인 재무테이블 올해 전망,A298380,에이비엘바이오
2025,794.0,-404.0,-379.0,-23.48,2026,-269.0,2028,-221.0,2028,-36.89,2026,FnGuide 메인 재무테이블 올해 전망,A298380,에이비엘바이오
2026,492.0,-618.0,-569.0,-36.89,2026,-269.0,2028,-221.0,2028,-36.89,2026,FnGuide 메인 재무테이블 올해 전망,A298380,에이비엘바이오
2027,962.0,-461.0,-426.0,-34.42,2026,-269.0,2028,-221.0,2028,-36.89,2026,FnGuide 메인 재무테이블 올해 전망,A298380,에이비엘바이오
2028,1173.0,-269.0,-221.0,-23.45,2026,-269.0,2028,-221.0,2028,-36.89,2026,FnGuide 메인 재무테이블 올해 전망,A298380,에이비엘바이오
2021,52.0,-337.0,-433.0,,2026,2175.0,2028,2030.0,2028,108.63,2026,FnGuide 메인 재무테이블 올해 전망,A440110,파두
2022,564.0,15.0,-2275.0,,2026,2175.0,2028,2030.0,2028,108.63,2026,FnGuide 메인 재무테이블 올해 전망,A440110,파두
2023,225.0,-586.0,-568.0,-50.2,2026,2175.0,2028,2030.0,2028,108.63,2026,FnGuide 메인 재무테이블 올해 전망,A440110,파두
2024,435.0,-950.0,-915.0,-64.47,2026,2175.0,2028,2030.0,2028,108.63,2026,FnGuide 메인 재무테이블 올해 전망,A440110,파두
2025,924.0,-655.0,-762.0,-131.08,2026,2175.0,2028,2030.0,2028,108.63,2026,FnGuide 메인 재무테이블 올해 전망,A440110,파두
2026,3015.0,448.0,459.0,108.63,2026,2175.0,2028,2030.0,2028,108.63,2026,FnGuide 메인 재무테이블 올해 전망,A440110,파두
2027,5914.0,1264.0,1238.0,97.4,2026,2175.0,2028,2030.0,2028,108.63,2026,FnGuide 메인 재무테이블 올해 전망,A440110,파두
2028,8638.0,2175.0,2030.0,69.88,2026,2175.0,2028,2030.0,2028,108.63,2026,FnGuide 메인 재무테이블 올해 전망,A440110,파두
2021,322.0,-277.0,-234.0,-12.61,2026,1524.0,2028,1662.0,2028,-7.09,2026,FnGuide 메인 재무테이블 올해 전망,A141080,리가켐바이오
2022,334.0,-504.0,-451.0,-18.85,2026,1524.0,2028,1662.0,2028,-7.09,2026,FnGuide 메인 재무테이블 올해 전망,A141080,리가켐바이오
2023,341.0,-808.0,-737.0,-40.08,2026,1524.0,2028,1662.0,2028,-7.09,2026,FnGuide 메인 재무테이블 올해 전망,A141080,리가켐바이오
2024,1259.0,-209.0,78.0,2.04,2026,1524.0,2028,1662.0,2028,-7.09,2026,FnGuide 메인 재무테이블 올해 전망,A141080,리가켐바이오
2025,1416.0,-1065.0,-916.0,-13.22,2026,1524.0,2028,1662.0,2028,-7.09,2026,FnGuide 메인 재무테이블 올해 전망,A141080,리가켐바이오
2026,2183.0,-536.0,-339.0,-7.09,2026,1524.0,2028,1662.0,2028,-7.09,2026,FnGuide 메인 재무테이블 올해 전망,A141080,리가켐바이오
2027,2232.0,-114.0,30.0,-0.34,2026,1524.0,2028,1662.0,2028,-7.09,2026,FnGuide 메인 재무테이블 올해 전망,A141080,리가켐바이오
2028,4243.0,1524.0,1662.0,31.63,2026,1524.0,2028,1662.0,2028,-7.09,2026,FnGuide 메인 재무테이블 올해 전망,A141080,리가켐바이오
2021,6061.0,580.0,386.0,12.82,2026,3500.0,2028,1620.0,2028,8.3,2026,FnGuide 메인 재무테이블 올해 전망,A178320,서진시스템
2022,7360.0,597.0,16.0,0.36,2026,3500.0,2028,1620.0,2028,8.3,2026,FnGuide 메인 재무테이블 올해 전망,A178320,서진시스템
2023,7787.0,490.0,-227.0,-4.35,2026,3500.0,2028,1620.0,2028,8.3,2026,FnGuide 메인 재무테이블 올해 전망,A178320,서진시스템
2024,12138.0,1087.0,839.0,12.32,2026,3500.0,2028,1620.0,2028,8.3,2026,FnGuide 메인 재무테이블 올해 전망,A178320,서진시스템
2025,10663.0,11.0,-1024.0,-12.63,2026,3500.0,2028,1620.0,2028,8.3,2026,FnGuide 메인 재무테이블 올해 전망,A178320,서진시스템
2026,18040.0,1826.0,618.0,8.3,2026,3500.0,2028,1620.0,2028,8.3,2026,FnGuide 메인 재무테이블 올해 전망,A178320,서진시스템
2027,24485.0,3724.0,2645.0,30.43,2026,3500.0,2028,1620.0,2028,8.3,2026,FnGuide 메인 재무테이블 올해 전망,A178320,서진시스템
2028,27105.0,3500.0,1620.0,15.53,2026,3500.0,2028,1620.0,2028,8.3,2026,FnGuide 메인 재무테이블 올해 전망,A178320,서진시스템
2021,4458.0,941.0,767.0,30.3,2026,2273.0,2028,1933.0,2028,23.37,2026,FnGuide 메인 재무테이블 올해 전망,A319660,피에스케이
2022,4609.0,918.0,774.0,24.11,2026,2273.0,2028,1933.0,2028,23.37,2026,FnGuide 메인 재무테이블 올해 전망,A319660,피에스케이
2023,3519.0,541.0,525.0,14.08,2026,2273.0,2028,1933.0,2028,23.37,2026,FnGuide 메인 재무테이블 올해 전망,A319660,피에스케이
2024,3981.0,839.0,791.0,18.31,2026,2273.0,2028,1933.0,2028,23.37,2026,FnGuide 메인 재무테이블 올해 전망,A319660,피에스케이
2025,4572.0,885.0,785.0,15.54,2026,2273.0,2028,1933.0,2028,23.37,2026,FnGuide 메인 재무테이블 올해 전망,A319660,피에스케이
2026,6593.0,1693.0,1410.0,23.37,2026,2273.0,2028,1933.0,2028,23.37,2026,FnGuide 메인 재무테이블 올해 전망,A319660,피에스케이
2027,7895.0,2046.0,1722.0,23.06,2026,2273.0,2028,1933.0,2028,23.37,2026,FnGuide 메인 재무테이블 올해 전망,A319660,피에스케이
2028,9420.0,2273.0,1933.0,21.23,2026,2273.0,2028,1933.0,2028,23.37,2026,FnGuide 메인 재무테이블 올해 전망,A319660,피에스케이
2021,13658.0,1743.0,1183.0,35.13,2026,3200.0,2028,2587.0,2028,20.69,2026,FnGuide 메인 재무테이블 올해 전망,A222800,심텍
2022,16975.0,3524.0,2461.0,49.67,2026,3200.0,2028,2587.0,2028,20.69,2026,FnGuide 메인 재무테이블 올해 전망,A222800,심텍
2023,10419.0,-881.0,-1151.0,-21.29,2026,3200.0,2028,2587.0,2028,20.69,2026,FnGuide 메인 재무테이블 올해 전망,A222800,심텍
2024,12314.0,-470.0,-310.0,-6.63,2026,3200.0,2028,2587.0,2028,20.69,2026,FnGuide 메인 재무테이블 올해 전망,A222800,심텍
2025,14106.0,119.0,-1646.0,-32.1,2026,3200.0,2028,2587.0,2028,20.69,2026,FnGuide 메인 재무테이블 올해 전망,A222800,심텍
2026,18915.0,1648.0,1338.0,20.69,2026,3200.0,2028,2587.0,2028,20.69,2026,FnGuide 메인 재무테이블 올해 전망,A222800,심텍
2027,21475.0,2594.0,2041.0,25.2,2026,3200.0,2028,2587.0,2028,20.69,2026,FnGuide 메인 재무테이블 올해 전망,A222800,심텍
2028,23262.0,3200.0,2587.0,25.04,2026,3200.0,2028,2587.0,2028,20.69,2026,FnGuide 메인 재무테이블 올해 전망,A222800,심텍
2021,224.0,-9.0,7.0,1.09,2026,430.0,2028,490.0,2028,3.65,2026,FnGuide 메인 재무테이블 올해 전망,A108490,로보티즈
2022,259.0,-22.0,-2.0,-0.34,2026,430.0,2028,490.0,2028,3.65,2026,FnGuide 메인 재무테이블 올해 전망,A108490,로보티즈
2023,291.0,-53.0,-13.0,-1.51,2026,430.0,2028,490.0,2028,3.65,2026,FnGuide 메인 재무테이블 올해 전망,A108490,로보티즈
2024,300.0,-30.0,-30.0,-3.31,2026,430.0,2028,490.0,2028,3.65,2026,FnGuide 메인 재무테이블 올해 전망,A108490,로보티즈
2025,389.0,33.0,53.0,2.49,2026,430.0,2028,490.0,2028,3.65,2026,FnGuide 메인 재무테이블 올해 전망,A108490,로보티즈
2026,658.0,97.0,114.0,3.65,2026,430.0,2028,490.0,2028,3.65,2026,FnGuide 메인 재무테이블 올해 전망,A108490,로보티즈
2027,1127.0,228.0,224.0,6.71,2026,430.0,2028,490.0,2028,3.65,2026,FnGuide 메인 재무테이블 올해 전망,A108490,로보티즈
2028,1800.0,430.0,490.0,12.81,2026,430.0,2028,490.0,2028,3.65,2026,FnGuide 메인 재무테이블 올해 전망,A108490,로보티즈
